Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	Continent	timetree_rate	timetree_rate_fold_change	timetree_mutation_length	timetree_raw_date	timetree_num_date	timetree_num_date_confidence	timetree_num_date_bar	timetree_clock_length	timetree_coord_x	timetree_coord_y	timetree_reg_x	timetree_reg_y	timetree_reg_bad
GCA_000323485.1_ASM32348v1_genomic	NA	NA	2.3449999999999242e-07	grey	0.001034805794537382	9.0	620024	1962	-59	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	0.PE	0.PE7	SAMN02403008	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1.0658532505474554e-08	1.4327111519041786	2.1618504413277226e-07	1962-01-01	1962.0	[1962.0, 1962.0]	[59.0, 59.0]	17.373281686979453	7000.740477159075	9.0	1962.0	3.4805794537382044e-05	False
GCA_000323845.1_ASM32384v1_genomic	NA	NA	2.3399999999983547e-08	grey	0.0010345896094932493	10.0	CMCC05009	1961	-60	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	0.PE	0.PE7	SAMN02403027	KEEP: Assembly Modern Cui 2013	0	Asia	1.765698689826585e-09	0.23734376214716185	1.5760457852745108e-22	1961-01-01	1961.0	[1961.0, 1961.0]	[60.0, 60.0]	16.373281686979453	6999.740477159075	10.0	1961.0	3.458960949324927e-05	False
NODE10	NA	NA	1.8426800000000005e-05	black	0.0010183755821575782	57.015904136002064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1558246587560415e-08	1.5536499770442773	1.6646119313113967e-05	-3393-11-05	-3392.1538435896523	[-3678.96686665911, -2938.3847523102]	[5699.96686665911, 4959.3847523101995]	1451.7160715795967	1646.5866335694227	57.015904136002064	-3392.1538435896523	1.8375582157578013e-05	False
NODE11	NA	NA	3.69481e-05	black	0.0010516681166367699	25.58984375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2110771795912413e-08	1.627919960018715	3.3292534479191664e-05	-636-06-11	-635.5579201390078	[-1014.5920185546106, -425.44312983629834]	[3035.5920185546106, 2446.4431298362983]	2756.5959234506445	4403.182557020067	25.58984375	-635.5579201390078	5.166811663676968e-05	False
NODE12	NA	NA	1.8584299999999998e-05	black	0.001068530391683446	16.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.503343715076243e-09	1.277431627100152	1.686227504667603e-05	1148-09-24	1148.729786650838	[1030.9846979351876, 1210.0600651555296]	[990.0153020648124, 810.9399348444704]	1784.2877067898457	6187.470263809913	16.375	1148.729786650838	6.853039168344571e-05	False
NODE13	NA	NA	7.033999999999974e-07	black	0.0010691789336369623	21.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.862681791090414e-09	0.9224760283852241	6.485419535163313e-07	1239-06-19	1239.4653821966829	[1507.6613435893244, 1647.7999343116853]	[513.3386564106756, 373.2000656883147]	90.73559554584494	6278.205859355759	21.75	1239.4653821966829	6.917893363696205e-05	False
GCA_008630415.1_ASM863041v1_genomic	NA	NA	2.110299999999999e-06	grey	0.0010711246009942807	20.0	C-672	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12720423	KEEP: Assembly Modern	0	Europe	2.5858107642926028e-09	0.34758255105128405	1.94566735731851e-06	1988-01-01	1988.0	[1988.0, 1988.0]	[33.0, 33.0]	748.5346178033171	7026.740477159075	20.0	1988.0	7.112460099428055e-05	False
NODE15	NA	NA	1.6413000000000007e-06	black	0.0010706922013367884	21.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75884486349543e-08	2.364224764624002	1.5132676998261316e-06	1323-01-04	1323.0085433917238	[1661.5998976712292, 1775.7339781648436]	[359.4001023287708, 245.26602183515638]	83.54316119504097	6361.749020550799	21.5	1323.0085433917238	7.069220133678818e-05	False
GCA_001972395.1_ASM197239v1_genomic	NA	NA	1.0000899999999994e-05	grey	0.0010797719045453577	21.0	C-535	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521421	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1.3517949172922087e-08	1.8170715828817603	9.079703208569219e-06	1984-01-01	1984.0	[1984.0, 1984.0]	[37.0, 37.0]	660.9914566082762	7022.740477159075	21.0	1984.0	7.977190454535739e-05	False
GCA_002165475.1_ASM216547v1_genomic	NA	NA	9.723800000000003e-06	grey	0.0010795557399298093	22.0	C-824	2010	-11	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992971	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1.271021895421499e-08	1.7084971528204678	8.863538593020795e-06	2010-01-01	2010.0	[2010.0, 2010.0]	[11.0, 11.0]	686.9914566082762	7048.740477159075	22.0	2010.0	7.955573992980897e-05	False
NODE16	NA	NA	4.689999999999984e-07	black	0.0010696112971657745	23.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.439414770596697e-10	0.1	4.3236352881213257e-07	1984-01-13	1984.0349420069977	[1938.2909988505494, 2006.3551649704007]	[82.70900114945061, 14.644835029599335]	744.5695598103148	7022.775419166073	23.5	1984.0349420069977	6.961129716577417e-05	False
GCA_008630455.1_ASM863045v1_genomic	NA	NA	2.3450000000000597e-07	grey	0.0010698274773253019	23.0	C-826	2011	-10	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12721149	KEEP: Assembly Modern	0	Europe	7.462585700002275e-09	1.0031146172273064	2.1618015952741037e-07	2011-01-01	2011.0	[2011.0, 2011.0]	[10.0, 10.0]	26.965057993002347	7049.740477159075	23.0	2011.0	6.982747732530158e-05	False
GCA_015338205.1_ASM1533820v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010696112971657745	24.0	C-830	2012	-9	Russia	NA	64.6863136	97.7453061	NA	NA	Caucasica	0.PE	0.PE2	SAMN16619722	KEEP: Assembly Modern No Province	0	Europe	7.439414770596697e-10	0.1	8.798862563029853e-20	2012-01-01	2012.0	[2012.0, 2012.0]	[9.0, 9.0]	27.965057993002347	7050.740477159075	24.0	2012.0	6.961129716577426e-05	False
GCA_006376585.1_ASM637658v1_genomic	NA	NA	2.33999999999971e-08	grey	0.001068530391683446	11.0	C-371	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12012142	KEEP: Assembly Modern	0	Europe	7.439414770596697e-10	0.1	8.816598322902729e-20	1978-01-01	1978.0	[1978.0, 1978.0]	[43.0, 43.0]	829.2702133491621	7016.740477159075	11.0	1978.0	6.85303916834458e-05	False
GCA_001294825.1_ASM129482v1_genomic	NA	NA	2.3450000000000597e-07	grey	0.0010687465743097317	12.0	C-537	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN03839871	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Europe	7.439414770596697e-10	0.1	2.1618262628580355e-07	1984-01-01	1984.0	[1984.0, 1984.0]	[37.0, 37.0]	835.2702133491621	7022.740477159075	12.0	1984.0	6.874657430973151e-05	False
NODE20	NA	NA	7.033999999999974e-07	black	0.0010691789340297035	13.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0958131632409357e-08	1.4729830195407203	6.485423462576259e-07	1210-04-02	1210.2506787171953	[1540.3678098306968, 1687.846564715632]	[480.63219016930316, 333.153435284368]	61.52089206635742	6248.991155876271	13.5	1210.2506787171953	6.917893402970333e-05	False
GCA_001601675.1_ASM160167v1_genomic	NA	NA	1.6735700000000003e-05	grey	0.0010843120287447263	13.0	C-741	1999	-22	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04336076	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Europe	1.8740758817736143e-08	2.519117349365506	1.5133094715022813e-05	1999-01-01	1999.0	[1999.0, 1999.0]	[22.0, 22.0]	788.7493212828047	7037.740477159075	13.0	1999.0	8.431202874472615e-05	False
GCA_002127375.1_ASM212737v1_genomic	NA	NA	9.379000000000033e-07	grey	0.001070043659252776	14.0	C-739	1998	-23	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992974	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1.0823248120201746e-09	0.14548520890351757	8.647252230725961e-07	1998-01-01	1998.0	[1998.0, 1998.0]	[23.0, 23.0]	787.7493212828047	7036.740477159075	14.0	1998.0	7.004365925277593e-05	False
NODE22	NA	NA	1.4069000000000017e-06	black	0.0010698274840910378	15.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.3923703290696636e-09	0.9936763249559669	1.2970924075918799e-06	1321-11-22	1321.8908567807298	[1636.4615747419969, 1775.2070860448612]	[384.53842525800314, 245.79291395513883]	173.16107012989187	6360.631333939806	15.5	1321.8908567807298	6.98274840910376e-05	False
GCA_002127355.1_ASM212735v1_genomic	NA	NA	2.110299999999999e-06	grey	0.0010717731354405026	15.0	C-712	1996	-25	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04993042	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	2.8617832008698232e-09	0.38467853844910527	1.945651349464778e-06	1996-01-01	1996.0	[1996.0, 1996.0]	[25.0, 25.0]	674.1091432192702	7034.740477159075	15.0	1996.0	7.177313544050238e-05	False
GCA_002127365.1_ASM212736v1_genomic	NA	NA	9.002900000000002e-06	grey	0.0010780424562492382	16.0	C-746	1997	-24	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992968	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1.1998563870495027e-08	1.6128370631945088	8.214972158200288e-06	1997-01-01	1997.0	[1997.0, 1997.0]	[24.0, 24.0]	675.1091432192702	7035.740477159075	16.0	1997.0	7.804245624923789e-05	False
NODE23	NA	NA	6.115999999999994e-07	black	0.0010689627539556988	17.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5993192069591044e-08	2.1497916923253184	4.3236227225292666e-07	1174-09-04	1174.6757192006085	[1402.221125090339, 1555.6086051122004]	[618.778874909661, 465.3913948877996]	25.945932549770532	6213.416196359683	17.75	1174.6757192006085	6.896275395569864e-05	False
GCA_001972465.1_ASM197246v1_genomic	NA	NA	8.155599999999994e-06	grey	0.0010765291700425273	17.0	C-370	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521420	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	9.232114423524095e-09	1.2409732093460908	7.5664160868285086e-06	1978-01-01	1978.0	[1978.0, 1978.0]	[43.0, 43.0]	803.3242807993915	7016.740477159075	17.0	1978.0	7.652917004252715e-05	False
NODE24	NA	NA	2.344800000000005e-06	black	0.0010711245647953987	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8260367092430873e-08	2.45454348971139	2.161810839699998e-06	1289-05-11	1289.3562072842037	[1590.4589873622044, 1724.6427954120718]	[430.5410126377956, 296.3572045879282]	114.68048808359526	6328.096684443279	18.5	1289.3562072842037	7.112456479539863e-05	False
GCA_001972385.1_ASM197238v1_genomic	NA	NA	1.2270400000000004e-05	grey	0.0010823661178991908	18.0	C-678	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521422	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1.564483258142485e-08	2.102965497132783	1.1241553103791988e-05	1988-01-01	1988.0	[1988.0, 1988.0]	[33.0, 33.0]	698.6437927157963	7026.740477159075	18.0	1988.0	8.236611789919062e-05	False
GCA_001972405.1_ASM197240v1_genomic	NA	NA	8.641499999999995e-06	grey	0.001078907171536455	19.0	C-700	1995	-26	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521423	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	Europe	1.075523258844496e-08	1.4457094973321818	7.782606741056343e-06	1995-01-01	1995.0	[1995.0, 1995.0]	[26.0, 26.0]	705.6437927157963	7033.740477159075	19.0	1995.0	7.890717153645497e-05	False
NODE25	NA	NA	1.8305099999999995e-05	black	0.0010678819186018447	34.8046875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0149053465001536e-08	1.3642273993263998	1.6213801965074727e-05	0954-05-17	954.3728163814192	[766.8359917204416, 1104.0388631282426]	[1254.1640082795584, 916.9611368717574]	1589.930736520427	5993.113293540494	34.8046875	954.3728163814192	6.788191860184441e-05	False
NODE26	NA	NA	7.317900000000007e-06	black	0.0010745835643608136	29.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.061899908668723e-09	1.0836739390485817	6.7016457589688106e-06	1788-03-09	1788.1859477213557	[1680.0777172817156, 1824.4676949582702]	[340.92228271828435, 196.53230504172984]	833.8131313399365	6826.92642488043	29.375	1788.1859477213557	7.458356436081322e-05	False
NODE27	NA	NA	7.033999999999974e-07	black	0.001075232106134637	26.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.516522577113931e-09	0.7415264166903635	6.48541773823504e-07	1910-01-04	1910.0096007514242	[1952.857840083827, 1965.8972733657934]	[68.14215991617289, 55.10272663420665]	121.8236530300685	6948.7500779104985	26.125	1910.0096007514242	7.523210613463672e-05	False
GCA_001295055.1_ASM129505v1_genomic	NA	NA	2.3450000000000597e-07	grey	0.0010754482838136814	25.0	C-666	1989	-32	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861513	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	2.9043453995966493e-09	0.39039971411134256	2.1617767904438147e-07	1989-01-01	1989.0	[1989.0, 1989.0]	[32.0, 32.0]	78.99039924857584	7027.7404771590745	25.0	1989.0	7.544828381368111e-05	False
NODE28	NA	NA	4.689999999999984e-07	black	0.0010756644691927862	27.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.679280614832295e-09	1.3010809201132825	4.323630581491566e-07	1952-09-09	1952.689358838285	[1948.532359004736, 1975.6266916535587]	[72.46764099526399, 45.37330834644126]	42.67975808686083	6991.429835997359	27.25	1952.689358838285	7.566446919278589e-05	False
GCA_001294985.1_ASM129498v1_genomic	NA	NA	2.33999999999971e-08	grey	0.0010756644691927862	26.0	C-359	1978	-43	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861500	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	Asia	9.789055931897955e-10	0.13158368277284263	8.807128155566619e-20	1978-01-01	1978.0	[1978.0, 1978.0]	[43.0, 43.0]	25.31064116171501	7016.740477159074	26.0	1978.0	7.566446919278597e-05	False
GCA_003074435.1_ASM307443v1_genomic	NA	NA	2.3450000000000597e-07	grey	0.0010758806551902083	27.0	KM874	1984	-37	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica	0.PE	0.PE2	SAMN05240958	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	7.35355910776966e-09	0.9884593525869306	2.1618599742197113e-07	1984-01-01	1984.0	[1984.0, 1984.0]	[37.0, 37.0]	31.31064116171501	7022.740477159074	27.0	1984.0	7.588065519020786e-05	False
NODE30	NA	NA	4.689999999999984e-07	black	0.00107609682834159	28.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4646509829902769e-08	1.9687717759454901	4.3235914880373794e-07	1979-01-01	1979.0001344191755	[1861.4344898216877, 1979.0]	[159.56551017831225, 42.0]	26.31077558089055	7017.74061157825	28.5	1979.0001344191755	7.609682834158963e-05	False
GCA_003074395.1_ASM307439v1_genomic	NA	NA	2.33999999999971e-08	grey	0.00107609682834159	28.0	3544	1979	-42	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN05225434	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	7.439414768985528e-09	0.9999999997834281	8.798923743783808e-20	1979-01-01	1979.0	[1979.0, 1979.0]	[42.0, 42.0]	-0.00013441917553791427	7017.740477159074	28.0	1979.0	7.609682834158971e-05	False
GCA_003074415.1_ASM307441v1_genomic	NA	NA	2.33999999999971e-08	grey	0.00107609682834159	29.0	3551	1979	-42	Armenia	Gegharkunik Province	40.7696272	44.6736646	40.3030726	45.375739	Caucasica	0.PE	0.PE2	SAMN05225437	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	7.439414768985528e-09	0.9999999997834281	8.780165465298593e-20	1979-01-01	1979.0	[1979.0, 1979.0]	[42.0, 42.0]	-0.00013441917553791427	7017.740477159074	29.0	1979.0	7.609682834158971e-05	False
NODE31	NA	NA	7.033999999999974e-07	black	0.0010752321026402814	32.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.61083325999482e-09	1.2918802831078013	6.485382794677908e-07	1852-11-14	1852.870986170018	[1807.5865029334511, 1894.7308190408137]	[213.41349706654887, 126.26918095918631]	64.68503844866245	6891.611463329093	32.625	1852.870986170018	7.523210264028101e-05	False
