sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	library_layout	tstv	cds_sites	ns_sites	ss_sites	ns_ss_ratio	other_var	other_var_ratio	homo_het_sites	homo_sites	het_sites	het_ratio	external_branch_length	population_color	population	geometry	root_rtt_dist	population_rtt_dist	branch_length	branch_length_sub	node_type	branch_support	branch_support_conf_category	branch_support_conf_char	country_date_strain	province_date_strain	rate	rate_hpd	rate_sub	rate_sub_year	continuous_geo	continuous_geo_coord	continuous_geo_lat	continuous_geo_lon	height	height_hpd	timetree_num_date	timetree_num_date_confidence	branch_length_time	rate_sub_year_category
GCA_009669725.1_ASM966972v1_genomic	42102	1987.0	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722917	KEEP: Assembly Modern	0.0	Asia	1987.0	34.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum altaicus	Siphonaptera	NA	2.0	247.0	136.0	60.0	2.26667	0.0	0.0	266.0	247.0	19.0	0.07142860000000001	2.3469999999999998e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.521069999999994e-05	1.2994500000000016e-05	7.829067212335062	1.8102281915772018	terminal	0.0	LOW		China 1987.0 42102	Xinjiang 1987.0 42102	5.447080820333361e-08	[1.718655388510826e-09, 1.5950372989243878e-07]	5.447080820333361e-08	0.231218885019291	NA	['NA', 'NA']	NA	NA	32.03784042535748	[31.99999999999818, 32.00000000000273]	1987.0	[1987, 1987]	7.829067212335062	LOW
GCA_009669715.1_ASM966971v1_genomic	42099	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722916	KEEP: Assembly Modern	0.0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum altaicus	Siphonaptera	NA	2.045	244.0	138.0	59.0	2.33898	0.0	0.0	261.0	244.0	17.0	0.0651341	1.6429e-06	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.5609299999999976e-05	1.3393100000000004e-05	26.35105205475552	16.522160756356087	terminal	0.0	LOW		China 1986.0 42099	Xinjiang 1986.0 42099	1.477098309152945e-07	[1.1932516244482671e-08, 3.736830665847233e-07]	1.477098309152945e-07	0.6270019398855222	NA	['NA', 'NA']	NA	NA	33.03784042535746	[32.99999999999818, 33.00000000000182]	1986.0	[1986, 1986]	26.35105205475552	MED
GCA_009669705.1_ASM966970v1_genomic	42098	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722915	KEEP: Assembly Modern	0.0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum altaicus	Siphonaptera	NA	2.131	242.0	131.0	64.0	2.04688	0.0	0.0	269.0	242.0	27.0	0.100372	4.6939999999999995e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.45295e-05	1.23133e-05	23.713936918407597	2.5894929951003984	terminal	0.0	LOW		China 1986.0 42098	Xinjiang 1986.0 42098	2.5724775701887232e-08	[2.4156398520415348e-09, 5.8944688861620644e-08]	2.5724775701887232e-08	0.10919709384443636	NA	['NA', 'NA']	NA	NA	33.03784042535747	[32.99999999999818, 33.00000000000182]	1986.0	[1986, 1986]	23.713936918407597	LOW
GCA_009669775.1_ASM966977v1_genomic	42094	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722914	KEEP: Assembly Modern	0.0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum altaicus	Siphonaptera	NA	2.035	237.0	132.0	59.0	2.23729	0.0	0.0	259.0	237.0	22.0	0.0849421	2.3500000000000002e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.3919399999999984e-05	1.1703200000000005e-05	17.253283535512978	2.2197788248621744	terminal	0.0	LOW		China 1983.0 42094	Xinjiang 1983.0 42094	3.0309478307107264e-08	[4.716161032269626e-10, 9.941294801194305e-08]	3.0309478307107264e-08	0.12865834032653167	NA	['NA', 'NA']	NA	NA	36.03784042535746	[35.99999999999727, 36.00000000000182]	1983.0	[1983, 1983]	17.253283535512978	LOW
GCA_009669765.1_ASM966976v1_genomic	42093	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722913	KEEP: Assembly Modern	0.0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Marmota baibacina	Rodentia	NA	1.966	236.0	134.0	57.0	2.35088	0.0	0.0	256.0	236.0	20.0	0.078125	2.3500000000000002e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4154099999999984e-05	1.1937900000000005e-05	9.302967309825746	1.1137461165840565	terminal	0.0	LOW		China 1983.0 42093	Xinjiang 1983.0 42093	2.8203644013835954e-08	[5.29165805692673e-10, 8.594804320659558e-08]	2.8203644013835954e-08	0.11971944859009916	NA	['NA', 'NA']	NA	NA	36.03784042535747	[35.99999999999727, 36.00000000000182]	1983.0	[1983, 1983]	9.302967309825746	LOW
GCA_009669805.1_ASM966980v1_genomic	42092	1980.0	-41	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722912	KEEP: Assembly Modern	0.0	Asia	1980.0	41.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum altaicus	Siphonaptera	NA	2.0580000000000003	244.0	135.0	61.0	2.21311	0.0	0.0	275.0	244.0	31.0	0.112727	2.3500000000000002e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.422459999999998e-05	1.2008400000000007e-05	15.167103129254151	1.9980439746985568	terminal	0.0	LOW		China 1980.0 42092	Xinjiang 1980.0 42092	3.1034368960332104e-08	[3.990855991665553e-10, 1.0322435525553567e-07]	3.1034368960332104e-08	0.13173537211893485	NA	['NA', 'NA']	NA	NA	39.03784042535747	[38.99999999999727, 39.00000000000182]	1980.0	[1980, 1980]	15.167103129254151	LOW
GCA_009669825.1_ASM966982v1_genomic	42090	2001.0	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722911	KEEP: Assembly Modern	0.0	Asia	2001.0	20.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Oropsylla silantiewi	Siphonaptera	NA	2.022	243.0	133.0	62.0	2.14516	1.0	0.016128999999999998	255.0	243.0	12.0	0.047058800000000005	2.3500000000000002e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4905199999999984e-05	1.2689000000000005e-05	4.441182979019306	0.6207895795698284	terminal	0.0	LOW		China 2001.0 42090	Xinjiang 2001.0 42090	3.292958580844114e-08	[4.0216957239091393e-10, 1.0796877767561326e-07]	3.292958580844114e-08	0.13978023029055875	NA	['NA', 'NA']	NA	NA	18.03784042535747	[17.99999999999727, 18.00000000000182]	2001.0	[2001, 2001]	4.441182979019306	LOW
GCA_009669835.1_ASM966983v1_genomic	42089	2001.0	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722910	KEEP: Assembly Modern	0.0	Asia	2001.0	20.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Anoplura	Phthiraptera	NA	2.0340000000000003	241.0	135.0	59.0	2.2881400000000003	0.0	0.0	259.0	241.0	18.0	0.06949810000000001	0.0	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4154099999999984e-05	1.1937900000000005e-05	29.398704061599958	3.463362713284401	terminal	0.0	LOW		China 2001.0 42089	Xinjiang 2001.0 42089	2.7753023729911307e-08	[4.1724204193624064e-10, 8.816907307028117e-08]	2.7753023729911307e-08	0.11780664569524958	NA	['NA', 'NA']	NA	NA	18.03784042535748	[17.99999999999727, 18.00000000000273]	2001.0	[2001, 2001]	29.398704061599958	LOW
GCA_009669845.1_ASM966984v1_genomic	42088	2001.0	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722909	KEEP: Assembly Modern	0.0	Asia	2001.0	20.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Ixodex crenulatus	Ixodida	NA	2.08	244.0	134.0	60.0	2.23333	0.0	0.0	263.0	244.0	19.0	0.0722433	0.0	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.445959999999995e-05	1.2243400000000016e-05	22.481168144451086	2.5409886676684184	terminal	0.0	LOW		China 2001.0 42088	Xinjiang 2001.0 42088	2.662713074801044e-08	[4.121774936732044e-10, 8.87717985399499e-08]	2.662713074801044e-08	0.11302743039603118	NA	['NA', 'NA']	NA	NA	18.037840425357484	[17.99999999999818, 18.00000000000273]	2001.0	[2001, 2001]	22.481168144451086	LOW
GCA_009669875.1_ASM966987v1_genomic	42086	2001.0	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722908	KEEP: Assembly Modern	0.0	Asia	2001.0	20.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Neopsylla mana Wagn	Siphonaptera	NA	2.024	235.0	131.0	57.0	2.29825	0.0	0.0	255.0	235.0	20.0	0.0784314	2.3500000000000002e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.443609999999995e-05	1.2219900000000012e-05	31.208843501228994	3.5682216934056283	terminal	0.0	LOW		China 2001.0 42086	Xinjiang 2001.0 42086	2.6934856760989256e-08	[3.5006132961722766e-10, 8.867965908998804e-08]	2.6934856760989256e-08	0.11433367254589594	NA	['NA', 'NA']	NA	NA	18.037840425357476	[17.99999999999818, 18.00000000000273]	2001.0	[2001, 2001]	31.208843501228994	LOW
GCA_009669905.1_ASM966990v1_genomic	42085	2001.0	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722907	KEEP: Assembly Modern	0.0	Asia	2001.0	20.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	NA	1.989	246.0	137.0	60.0	2.28333	1.0	0.0166667	263.0	246.0	17.0	0.06463880000000001	2.3500000000000002e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.445959999999995e-05	1.2243400000000016e-05	23.820482244066497	2.6487108272135043	terminal	0.0	LOW		China 2001.0 42085	Xinjiang 2001.0 42085	2.61953685973756e-08	[5.217798537186164e-10, 9.309339313738646e-08]	2.61953685973756e-08	0.11119467692024909	NA	['NA', 'NA']	NA	NA	18.03784042535748	[17.99999999999818, 18.00000000000273]	2001.0	[2001, 2001]	23.820482244066497	LOW
GCA_009669955.1_ASM966995v1_genomic	42084	2000.0	-21	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722906	KEEP: Assembly Modern	0.0	Asia	2000.0	21.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	NA	2.148	234.0	130.0	56.0	2.32143	0.0	0.0	251.0	234.0	17.0	0.0677291	2.3469999999999998e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.450629999999997e-05	1.2290100000000008e-05	26.420372466258115	4.3793179671178075	terminal	0.0	LOW		China 2000.0 42084	Xinjiang 2000.0 42084	3.9048833031821067e-08	[1.0699436647468033e-09, 1.297460606152905e-07]	3.9048833031821067e-08	0.16575534552780077	NA	['NA', 'NA']	NA	NA	19.037840425357487	[18.99999999999818, 19.00000000000273]	2000.0	[2000, 2000]	26.420372466258115	LOW
GCA_009669925.1_ASM966992v1_genomic	42083	1999.0	-22	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722905	KEEP: Assembly Modern	0.0	Asia	1999.0	22.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	NA	2.035	239.0	134.0	58.0	2.31034	0.0	0.0	258.0	239.0	19.0	0.0736434	0.0	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4154099999999984e-05	1.1937900000000005e-05	21.8204822440665	2.584473117190044	terminal	0.0	LOW		China 1999.0 42083	Xinjiang 1999.0 42083	2.7902826017809214e-08	[4.157614253521726e-10, 9.159026159765689e-08]	2.7902826017809214e-08	0.11844252974256894	NA	['NA', 'NA']	NA	NA	20.037840425357476	[19.99999999999818, 20.00000000000273]	1999.0	[1999, 1999]	21.8204822440665	LOW
GCA_009669935.1_ASM966993v1_genomic	42081	1995.0	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722904	KEEP: Assembly Modern	0.0	Asia	1995.0	26.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	NA	2.0340000000000003	243.0	134.0	59.0	2.2711900000000003	1.0	0.0169492	260.0	243.0	17.0	0.0653846	2.3500000000000002e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.462349999999998e-05	1.2407300000000004e-05	3.241673900459741	0.5078830667580639	terminal	0.0	LOW		China 1995.0 42081	Xinjiang 1995.0 42081	3.6909224933392014e-08	[3.952117289035428e-10, 1.2081830367098745e-07]	3.6909224933392014e-08	0.15667309000021096	NA	['NA', 'NA']	NA	NA	24.037840425357466	[23.99999999999727, 24.00000000000182]	1995.0	[1995, 1995]	3.241673900459741	LOW
GCA_009669975.1_ASM966997v1_genomic	42080	1995.0	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722903	KEEP: Assembly Modern	0.0	Asia	1995.0	26.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	NA	2.061	231.0	129.0	56.0	2.30357	0.0	0.0	246.0	231.0	15.0	0.0609756	2.3500000000000002e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.3895899999999987e-05	1.1679700000000004e-05	18.467111261799584	1.5342869703393363	terminal	0.0	LOW		China 1995.0 42080	Xinjiang 1995.0 42080	1.9572583189571816e-08	[4.132610593342379e-10, 6.176277879913768e-08]	1.9572583189571816e-08	0.08308213171992461	NA	['NA', 'NA']	NA	NA	24.037840425357462	[23.99999999999727, 24.00000000000182]	1995.0	[1995, 1995]	18.467111261799584	LOW
GCA_009670005.1_ASM967000v1_genomic	42079	1995.0	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722902	KEEP: Assembly Modern	0.0	Asia	1995.0	26.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	NA	1.91	238.0	133.0	59.0	2.25424	0.0	0.0	264.0	238.0	26.0	0.0984848	2.3469999999999998e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.438879999999998e-05	1.2172600000000004e-05	20.092463609709966	1.654536607885343	terminal	0.0	LOW		China 1995.0 42079	Xinjiang 1995.0 42079	1.9399194919334723e-08	[7.870482500964284e-10, 4.766567131202684e-08]	1.9399194919334723e-08	0.08234612937588026	NA	['NA', 'NA']	NA	NA	24.037840425357473	[23.99999999999818, 24.00000000000182]	1995.0	[1995, 1995]	20.092463609709966	LOW
GCA_009670045.1_ASM967004v1_genomic	42078	1995.0	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722901	KEEP: Assembly Modern	0.0	Asia	1995.0	26.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum altaicus	Siphonaptera	NA	2.047	239.0	132.0	60.0	2.2	0.0	0.0	264.0	239.0	25.0	0.094697	2.3500000000000002e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.464699999999998e-05	1.2430800000000005e-05	3.2416739004597375	0.5089661304395567	terminal	0.0	LOW		China 1995.0 42078	Xinjiang 1995.0 42078	3.6987934076606016e-08	[3.2474752809720454e-10, 1.2483125114681736e-07]	3.6987934076606016e-08	0.1570071963029269	NA	['NA', 'NA']	NA	NA	24.03784042535747	[23.99999999999727, 24.00000000000182]	1995.0	[1995, 1995]	3.2416739004597375	LOW
