Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number
GCA_009669715.1_ASM966971v1_genomic	NA	NA	2.34e-07	grey	1.32101e-05	13.0	42099	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722916	KEEP: Assembly Modern	0
NODE15	100.0	100.0	4.68e-07	red	1.34441e-05	15.15625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670665.1_ASM967066v1_genomic	NA	NA	2.34e-08	grey	1.3467500000000001e-05	14.0	42032	1981	-40	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722863	KEEP: Assembly Modern	0
NODE16	5.0	0.0	2.34e-08	black	1.3467500000000001e-05	16.3125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670055.1_ASM967005v1_genomic	NA	NA	2.34e-08	grey	1.3490900000000002e-05	15.0	42075	1993	-28	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722899	KEEP: Assembly Modern	0
NODE17	20.0	0.0	2.34e-08	black	1.3490900000000002e-05	17.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670115.1_ASM967011v1_genomic	NA	NA	2.34e-08	grey	1.3514300000000002e-05	16.0	42072	1992	-29	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722897	KEEP: Assembly Modern	0
NODE18	37.0	0.0	2.34e-08	black	1.3514300000000002e-05	19.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE19	100.0	100.0	2.34e-07	red	1.3748300000000002e-05	17.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669935.1_ASM966993v1_genomic	NA	NA	2.34e-08	grey	1.3771700000000002e-05	17.0	42081	1995	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722904	KEEP: Assembly Modern	0
NODE20	0.0	NA	2.34e-08	black	1.3771700000000002e-05	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669625.1_ASM966962v1_genomic	NA	NA	0.0	grey	1.3771700000000002e-05	18.0	42116	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722921	KEEP: Assembly Modern	0
GCA_009670045.1_ASM967004v1_genomic	NA	NA	0.0	grey	1.3771700000000002e-05	19.0	42078	1995	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722901	KEEP: Assembly Modern	0
NODE21	100.0	99.9	4.68e-07	red	1.3982300000000002e-05	20.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669635.1_ASM966963v1_genomic	NA	NA	2.34e-07	grey	1.4216300000000001e-05	20.0	42113	2003	-18	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722919	KEEP: Assembly Modern	0
NODE22	76.0	0.5	2.34e-08	black	1.4005700000000002e-05	21.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669675.1_ASM966967v1_genomic	NA	NA	2.34e-08	grey	1.4029100000000003e-05	21.0	42114	2004	-17	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722920	KEEP: Assembly Modern	0
GCA_009669825.1_ASM966982v1_genomic	NA	NA	2.34e-08	grey	1.4029100000000003e-05	22.0	42090	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722911	KEEP: Assembly Modern	0
NODE23	0.0	NA	2.34e-08	black	1.29527e-05	23.99951171875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670075.1_ASM967007v1_genomic	NA	NA	0.0	grey	1.29527e-05	23.0	42074	1993	-28	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722898	KEEP: Assembly Modern	0
NODE24	0.0	NA	0.0	black	1.29527e-05	24.9990234375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670155.1_ASM967015v1_genomic	NA	NA	0.0	grey	1.29527e-05	24.0	42069	1991	-30	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722894	KEEP: Assembly Modern	0
NODE25	0.0	NA	0.0	black	1.29527e-05	25.998046875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670895.1_ASM967089v1_genomic	NA	NA	0.0	grey	1.29527e-05	25.0	42009	1969	-52	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722851	KEEP: Assembly Modern	0
NODE26	0.0	NA	0.0	black	1.29527e-05	26.99609375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670135.1_ASM967013v1_genomic	NA	NA	0.0	grey	1.29527e-05	26.0	42070	1991	-30	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722895	KEEP: Assembly Modern	0
NODE27	0.0	NA	0.0	black	1.29527e-05	27.9921875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670875.1_ASM967087v1_genomic	NA	NA	0.0	grey	1.29527e-05	27.0	42010	1969	-52	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722852	KEEP: Assembly Modern	0
NODE28	0.0	NA	0.0	black	1.29527e-05	28.984375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670385.1_ASM967038v1_genomic	NA	NA	0.0	grey	1.29527e-05	28.0	42052	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722879	KEEP: Assembly Modern	0
NODE29	0.0	NA	0.0	black	1.29527e-05	29.96875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670015.1_ASM967001v1_genomic	NA	NA	0.0	grey	1.29527e-05	29.0	42077	1994	-27	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722900	KEEP: Assembly Modern	0
NODE30	0.0	NA	0.0	black	1.29527e-05	30.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670905.1_ASM967090v1_genomic	NA	NA	0.0	grey	1.29527e-05	30.0	42008	1968	-53	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722850	KEEP: Assembly Modern	0
NODE31	0.0	NA	0.0	black	1.29527e-05	31.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669975.1_ASM966997v1_genomic	NA	NA	0.0	grey	1.29527e-05	31.0	42080	1995	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722903	KEEP: Assembly Modern	0
NODE32	0.0	NA	0.0	black	1.29527e-05	32.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670515.1_ASM967051v1_genomic	NA	NA	0.0	grey	1.29527e-05	32.0	42042	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722870	KEEP: Assembly Modern	0
NODE33	0.0	NA	0.0	black	1.29527e-05	33.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009667895.1_ASM966789v1_genomic	NA	NA	0.0	grey	1.29527e-05	33.0	42071	1991	-30	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722896	KEEP: Assembly Modern	0
GCA_009670565.1_ASM967056v1_genomic	NA	NA	0.0	grey	1.29527e-05	34.0	42039	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722868	KEEP: Assembly Modern	0
NODE34	31.0	99.9	4.68e-07	black	1.31633e-05	43.78710936009884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000323365.1_ASM32336v1_genomic	NA	NA	2.34e-08	grey	1.31867e-05	35.0	42013	1971	-50	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403002	KEEP: Assembly Modern Cui 2013 Keller 2019	0
NODE35	0.0	NA	2.34e-08	black	1.31867e-05	52.57421872019768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE36	1.4	NA	2.34e-08	black	1.32101e-05	36.999999940395355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670485.1_ASM967048v1_genomic	NA	NA	0.0	grey	1.32101e-05	36.0	42044	1984	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722872	KEEP: Assembly Modern	0
NODE37	0.0	NA	0.0	black	1.32101e-05	37.99999988079071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670835.1_ASM967083v1_genomic	NA	NA	0.0	grey	1.32101e-05	37.0	42015	1976	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722855	KEEP: Assembly Modern	0
NODE38	0.0	NA	0.0	black	1.32101e-05	38.99999976158142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669605.1_ASM966960v1_genomic	NA	NA	0.0	grey	1.32101e-05	38.0	42117	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722922	KEEP: Assembly Modern	0
NODE39	0.0	NA	0.0	black	1.32101e-05	39.99999952316284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669835.1_ASM966983v1_genomic	NA	NA	0.0	grey	1.32101e-05	39.0	42089	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722910	KEEP: Assembly Modern	0
NODE40	0.0	NA	0.0	black	1.32101e-05	40.999999046325684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670415.1_ASM967041v1_genomic	NA	NA	0.0	grey	1.32101e-05	40.0	42050	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722877	KEEP: Assembly Modern	0
NODE41	0.0	NA	0.0	black	1.32101e-05	41.99999809265137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670545.1_ASM967054v1_genomic	NA	NA	0.0	grey	1.32101e-05	41.0	42040	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722869	KEEP: Assembly Modern	0
NODE42	0.0	NA	0.0	black	1.32101e-05	42.999996185302734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669555.1_ASM966955v1_genomic	NA	NA	0.0	grey	1.32101e-05	42.0	42123	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722924	KEEP: Assembly Modern	0
NODE43	0.0	NA	0.0	black	1.32101e-05	43.99999237060547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670355.1_ASM967035v1_genomic	NA	NA	0.0	grey	1.32101e-05	43.0	42055	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722882	KEEP: Assembly Modern	0
NODE44	0.0	NA	0.0	black	1.32101e-05	44.99998474121094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670785.1_ASM967078v1_genomic	NA	NA	0.0	grey	1.32101e-05	44.0	42016	1976	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722856	KEEP: Assembly Modern	0
NODE45	0.0	NA	0.0	black	1.32101e-05	45.999969482421875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670325.1_ASM967032v1_genomic	NA	NA	0.0	grey	1.32101e-05	45.0	42054	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722881	KEEP: Assembly Modern	0
NODE46	0.0	NA	0.0	black	1.32101e-05	46.99993896484375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669925.1_ASM966992v1_genomic	NA	NA	0.0	grey	1.32101e-05	46.0	42083	1999	-22	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722905	KEEP: Assembly Modern	0
NODE47	0.0	NA	0.0	black	1.32101e-05	47.9998779296875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670605.1_ASM967060v1_genomic	NA	NA	0.0	grey	1.32101e-05	47.0	42033	1982	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722864	KEEP: Assembly Modern	0
NODE48	0.0	NA	0.0	black	1.32101e-05	48.999755859375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670585.1_ASM967058v1_genomic	NA	NA	0.0	grey	1.32101e-05	48.0	42034	1982	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722865	KEEP: Assembly Modern	0
NODE49	0.0	NA	0.0	black	1.32101e-05	49.99951171875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670865.1_ASM967086v1_genomic	NA	NA	0.0	grey	1.32101e-05	49.0	42012	1971	-50	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722853	KEEP: Assembly Modern	0
NODE50	0.0	NA	0.0	black	1.32101e-05	50.9990234375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009667985.1_ASM966798v1_genomic	NA	NA	0.0	grey	1.32101e-05	50.0	42049	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722876	KEEP: Assembly Modern	0
NODE51	0.0	NA	0.0	black	1.32101e-05	51.998046875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670105.1_ASM967010v1_genomic	NA	NA	0.0	grey	1.32101e-05	51.0	42068	1989	-32	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722893	KEEP: Assembly Modern	0
NODE52	0.0	NA	0.0	black	1.32101e-05	52.99609375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669845.1_ASM966984v1_genomic	NA	NA	0.0	grey	1.32101e-05	52.0	42088	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722909	KEEP: Assembly Modern	0
NODE53	0.0	NA	0.0	black	1.32101e-05	53.9921875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670205.1_ASM967020v1_genomic	NA	NA	0.0	grey	1.32101e-05	53.0	42064	1988	-33	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722891	KEEP: Assembly Modern	0
NODE54	0.0	NA	0.0	black	1.32101e-05	54.984375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669875.1_ASM966987v1_genomic	NA	NA	0.0	grey	1.32101e-05	54.0	42086	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722908	KEEP: Assembly Modern	0
NODE55	0.0	NA	0.0	black	1.32101e-05	55.96875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669905.1_ASM966990v1_genomic	NA	NA	0.0	grey	1.32101e-05	55.0	42085	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722907	KEEP: Assembly Modern	0
NODE56	0.0	NA	0.0	black	1.32101e-05	56.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670345.1_ASM967034v1_genomic	NA	NA	0.0	grey	1.32101e-05	56.0	42057	1987	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722884	KEEP: Assembly Modern	0
NODE57	0.0	NA	0.0	black	1.32101e-05	57.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669665.1_ASM966966v1_genomic	NA	NA	0.0	grey	1.32101e-05	57.0	42110	2002	-19	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722918	KEEP: Assembly Modern	0
NODE58	0.0	NA	0.0	black	1.32101e-05	58.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669545.1_ASM966954v1_genomic	NA	NA	0.0	grey	1.32101e-05	58.0	42126	2006	-15	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722925	KEEP: Assembly Modern	0
NODE59	0.0	NA	0.0	black	1.32101e-05	59.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009667885.1_ASM966788v1_genomic	NA	NA	0.0	grey	1.32101e-05	59.0	42053	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722880	KEEP: Assembly Modern	0
GCA_009669565.1_ASM966956v1_genomic	NA	NA	0.0	grey	1.32101e-05	60.0	42118	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722923	KEEP: Assembly Modern	0
NODE60	16.0	0.8	2.34e-08	black	1.32101e-05	68.1484375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE61	19.0	1.0	2.34e-08	black	1.3233500000000001e-05	62.7421875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE62	100.0	100.0	2.34e-07	red	1.3467500000000001e-05	61.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670725.1_ASM967072v1_genomic	NA	NA	2.34e-08	grey	1.3490900000000002e-05	61.0	42028	1974	-47	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722861	KEEP: Assembly Modern	0
GCA_009670815.1_ASM967081v1_genomic	NA	NA	2.34e-08	grey	1.3490900000000002e-05	62.0	42014	1972	-49	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722854	KEEP: Assembly Modern	0
NODE63	100.0	97.6	4.68e-07	red	1.3701500000000001e-05	63.984375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670235.1_ASM967023v1_genomic	NA	NA	2.34e-07	grey	1.39355e-05	63.0	42062	1987	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722889	KEEP: Assembly Modern	0
NODE64	72.0	6.9	2.34e-08	black	1.3724900000000001e-05	64.96875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669725.1_ASM966972v1_genomic	NA	NA	2.34e-08	grey	1.3748300000000002e-05	64.0	42102	1987	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722917	KEEP: Assembly Modern	0
